8.067567567567568	-1.434027778	8.067204301	-1.437062937	8.040540541	-1.451388889	8.040540541	-1.524475524	8.148648649	-1.692041522	8.094594595	-1.786713287
8.256756756756756	-1.520833333	8.268817204	-1.524475524	8.243243243	-1.607638889	8.27027027	-1.646853147	8.243243243	-1.778546713	8.27027027	-1.926573427
8.405405405405405	-1.625	8.362903226	-1.594405594	8.432432432	-1.711805556	8.472972973	-1.769230769	8.391891892	-1.830449827	8.378378378	-2.013986014
8.608108108108109	-1.694444444	8.510752688	-1.699300699	8.689189189	-1.815972222	8.662162162	-1.821678322	8.540540541	-1.916955017	8.513513514	-2.118881119
8.783783783783784	-1.763888889	8.819892473	-1.804195804	8.932432432	-1.9375	8.837837838	-1.944055944	8.72972973	-2.089965398	8.756756757	-2.311188811
8.945945945945946	-1.868055556	8.994623656	-1.874125874	9.175675676	-2.041666667	9.067567568	-2.048951049	8.986486486	-2.193771626	8.959459459	-2.433566434
9.162162162162161	-1.902777778	9.22311828	-1.996503497	9.391891892	-2.163194444	9.22972973	-2.188811189	9.148648649	-2.332179931	9.094594595	-2.573426573
9.337837837837839	-1.989583333	9.451612903	-2.066433566	9.72972973	-2.284722222	9.418918919	-2.258741259	9.391891892	-2.487889273	9.337837838	-2.765734266
9.608108108108109	-2.076388889	9.599462366	-2.136363636	9.986486486	-2.388888889	9.648648649	-2.416083916	9.554054054	-2.574394464	9.608108108	-2.958041958
9.878378378378379	-2.197916667	9.774193548	-2.223776224	10.32432432	-2.493055556	9.864864865	-2.538461538	9.743243243	-2.69550173	9.77027027	-3.132867133
10.108108108108109	-2.25	9.962365591	-2.293706294	10.56756757	-2.684027778	10.06756757	-2.660839161	10.01351351	-2.955017301	9.986486486	-3.325174825
10.283783783783784	-2.267361111	10.17741935	-2.346153846	10.7972973	-2.875	10.32432432	-2.800699301	10.2027027	-3.162629758	10.17567568	-3.552447552
10.472972972972974	-2.319444444	10.37903226	-2.398601399	10.97297297	-3.100694444	10.55405405	-3.01048951	10.43243243	-3.370242215	10.33783784	-3.797202797
10.662162162162161	-2.493055556	10.5672043	-2.486013986	11.12162162	-3.395833333	10.75675676	-3.202797203	10.55405405	-3.560553633	10.51351351	-4.059440559
10.837837837837839	-2.649305556	10.71505376	-2.660839161	11.32432432	-3.690972222	10.93243243	-3.482517483	10.7027027	-3.785467128	10.66216216	-4.444055944
10.95945945945946	-2.805555556	10.86290323	-2.853146853	11.47297297	-3.96875	11.01351351	-3.692307692	10.83783784	-3.993079585	10.81081081	-4.723776224
11.094594594594595	-2.961805556	10.98387097	-2.993006993	11.58108108	-4.333333333	11.16216216	-3.902097902	10.95945946	-4.269896194	10.87837838	-4.986013986
11.216216216216218	-3.152777778	11.17204301	-3.237762238	11.7027027	-4.628472222	11.27027027	-4.146853147	11.05405405	-4.477508651	10.97297297	-5.195804196
11.405405405405405	-3.361111111	11.34677419	-3.517482517	11.7972973	-4.871527778	11.35135135	-4.409090909	11.18918919	-4.719723183	11.08108108	-5.388111888
11.527027027027028	-3.552083333	11.46774194	-3.762237762	11.87837838	-5.201388889	11.45945946	-4.688811189	11.24324324	-4.92733564	11.2027027	-5.755244755
11.608108108108109	-3.708333333	11.57526882	-3.937062937	12	-5.427083333	11.58108108	-5.020979021	11.32432432	-5.186851211	NaN	NaN
11.716216216216218	-3.899305556	11.70967742	-4.181818182	12.13513514	-5.704861111	11.68918919	-5.370629371	11.37837838	-5.446366782	NaN	NaN
11.85135135135135	-4.142361111	11.83064516	-4.496503497	NaN	NaN	11.75675676	-5.702797203	11.47297297	-5.653979239	NaN	NaN
12	-4.402777778	11.93817204	-4.741258741	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.14864864864865	-4.697916667	12.07258065	-5.055944056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.243243243243244	-4.836805556	12.13978495	-5.283216783	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.297297297297298	-4.993055556	12.26075269	-5.493006993	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.405405405405407	-5.21875	12.34139785	-5.72027972	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.45945945945946	-5.513888889	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.513513513513512	-5.739583333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.594594594594595	-5.895833333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN