7.473484848	-1.076530612	7.622641509	-1.025510204	7.714285714	-1.382653061	7.880149813	-1.58974359	7.992509363	-1.612244898	8.183206107	-1.939086294	8.315789474	-2.116751269	8.439393939	-2.218274112	8.539923954	-2.421319797	8.609848485	-2.616161616	8.685393258	-3.157360406	8.785714286	-3.270408163	8.849056604	-3.397959184	8.889312977	-3.969543147	8.931818182	-4.888888889
7.738636364	-1.280612245	7.867924528	-1.280612245	7.977443609	-1.586734694	8.142322097	-1.769230769	8.235955056	-1.790816327	8.41221374	-2.040609137	8.578947368	-2.218274112	8.685606061	-2.345177665	8.825095057	-2.573604061	8.856060606	-2.792929293	8.947565543	-3.208121827	9.030075188	-3.525510204	9.056603774	-3.576530612	9.118320611	-4.375634518	9.196969697	-5.46969697
8.003787879	-1.459183673	8.132075472	-1.484693878	8.184210526	-1.637755102	8.367041199	-1.897435897	8.516853933	-1.918367347	8.660305344	-2.116751269	8.823308271	-2.319796954	8.931818182	-2.472081218	9.091254753	-2.751269036	9.140151515	-2.919191919	9.191011236	-3.436548223	9.312030075	-3.62755102	9.301886792	-3.755102041	9.385496183	-4.578680203	9.481060606	-5.419191919
8.268939394	-1.612244898	8.377358491	-1.637755102	8.466165414	-1.68877551	8.629213483	-1.974358974	8.760299625	-1.994897959	8.965648855	-2.294416244	9.067669173	-2.497461929	9.178030303	-2.675126904	9.376425856	-2.979695431	9.386363636	-3.146464646	9.453183521	-3.664974619	9.537593985	-4.010204082	9.58490566	-4.137755102	9.652671756	-4.680203046	9.803030303	-6.151515152
8.496212121	-1.637755102	8.622641509	-1.739795918	8.710526316	-1.714285714	8.891385768	-2.025641026	9.02247191	-2.12244898	9.232824427	-2.421319797	9.34962406	-2.624365482	9.40530303	-2.852791878	9.566539924	-3.081218274	9.613636364	-3.398989899	9.677902622	-3.918781726	9.838345865	-4.239795918	9.79245283	-4.418367347	9.919847328	-5.035532995	NaN	NaN
8.761363636	-1.765306122	8.886792453	-1.892857143	8.954887218	-1.867346939	9.116104869	-2.153846154	9.265917603	-2.25	9.461832061	-2.52284264	9.593984962	-2.751269036	9.689393939	-2.92893401	9.83269962	-3.258883249	9.897727273	-3.727272727	9.921348315	-4.324873096	10.06390977	-4.673469388	10.03773585	-5.107142857	10.16793893	-5.390862944	NaN	NaN
9.007575758	-1.892857143	9.132075472	-1.994897959	9.180451128	-1.943877551	9.378277154	-2.256410256	9.528089888	-2.403061224	9.709923664	-2.649746193	9.819548872	-2.852791878	9.935606061	-3.005076142	10.07984791	-3.411167513	10.10606061	-4.055555556	10.10861423	-4.629441624	10.28947368	-5.183673469	10.33962264	-5.566326531	10.4351145	-5.517766497	NaN	NaN
9.253787879	-1.994897959	9.377358491	-2.096938776	9.462406015	-2.071428571	9.621722846	-2.384615385	9.771535581	-2.505102041	9.977099237	-2.802030457	10.08270677	-3.055837563	10.21969697	-3.233502538	10.3269962	-3.538071066	10.37121212	-4.308080808	10.37078652	-5.111675127	10.55263158	-5.43877551	10.58490566	-5.591836735	10.66412214	-6.025380711	NaN	NaN
9.5	-2.198979592	9.622641509	-2.25	9.706766917	-2.147959184	9.846441948	-2.487179487	10.01498127	-2.734693878	10.22519084	-2.92893401	10.34586466	-3.131979695	10.46590909	-3.284263959	10.59315589	-3.817258883	10.65530303	-4.308080808	10.72659176	-4.908629442	10.77819549	-5.464285714	10.81132075	-5.566326531	NaN	NaN	NaN	NaN
9.765151515	-2.224489796	9.867924528	-2.326530612	9.988721805	-2.25	10.10861423	-2.615384615	10.27715356	-2.81122449	10.47328244	-3.081218274	10.59022556	-3.436548223	10.69318182	-3.538071066	10.82129278	-4.020304569	10.88257576	-4.585858586	10.95131086	-5.289340102	10.98496241	-5.234693878	11.35849057	-5.87244898	NaN	NaN	NaN	NaN
10.03030303	-2.326530612	10.13207547	-2.428571429	10.21428571	-2.352040816	10.38951311	-2.794871795	10.46441948	-2.887755102	10.72137405	-3.208121827	10.85338346	-3.588832487	10.95833333	-3.614213198	11.08745247	-4.47715736	11.14772727	-5.090909091	11.17602996	-5.340101523	11.30451128	-5.897959184	NaN	NaN	NaN	NaN	NaN	NaN
10.23863636	-2.403061224	10.35849057	-2.454081633	10.4962406	-2.403061224	10.57677903	-2.794871795	10.76404494	-2.989795918	10.96946565	-3.461928934	11.09774436	-3.944162437	11.22348485	-4.045685279	11.37262357	-4.807106599	11.35606061	-5.570707071	NaN	NaN	11.5112782	-5.642857143	NaN	NaN	NaN	NaN	NaN	NaN
10.54166667	-2.37755102	10.60377358	-2.581632653	10.72180451	-2.607142857	10.87640449	-2.846153846	11.02621723	-3.270408163	11.23664122	-3.868020305	11.36090226	-4.604060914	11.46969697	-4.578680203	11.56273764	-6.076142132	11.64015152	-5.671717172	NaN	NaN	11.77443609	-5.923469388	NaN	NaN	NaN	NaN	NaN	NaN
10.80681818	-2.556122449	10.86792453	-2.862244898	10.94736842	-2.862244898	11.11985019	-3.282051282	11.26966292	-3.882653061	11.48473282	-4.604060914	NaN	NaN	11.73484848	-5.492385787	NaN	NaN	11.90530303	-6.050505051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11.01515152	-2.836734694	11.11320755	-3.219387755	11.21052632	-3.474489796	11.38202247	-4.128205128	11.53183521	-4.596938776	11.71374046	-5.822335025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11.29924242	-3.397959184	11.39622642	-3.780612245	11.47368421	-4.06122449	11.58801498	-5.307692308	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11.52651515	-4.010204082	11.64150943	-4.928571429	NaN	NaN	11.88764045	-5.641025641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN